context	question	pred_answer	label	pred_verify
 Céloron continued south until his expedition reached the confluence of the Ohio and the Miami rivers, which lay just south of the village of Pickawillany, the home of the Miami chief known as "Old Briton"	Where did Old Briton call home?	Pickawillany	0	0
 The Brotherhood has suffered periodic repression in Egypt and has been banned several times, in 1948 and several years later following confrontations with Egyptian president Gamal Abdul Nasser, who jailed thousands of members for several years	What Egyptian president jailed hundreds of members of the Brotherhood?	Gamal Abdul Nasser	1	0
 All people or entities that engage in economic activity, particularly the self-employed, or "undertakings" such as companies or firms, have a right to set up an enterprise without unjustified restrictions	Who does not have the right to set up an enterprise without unjustified restrictions?	companies or firms	1	1
Concentrated O
2 will allow combustion to proceed rapidly and energetically	What does concentrated O allow combustion to do?	proceed rapidly and energetically	1	1
The university runs a number of academic institutions and programs apart from its undergraduate and postgraduate schools	Apart from its mathematics and postgraduate schools, what else doe the university run?	academic institutions and programs	1	0
 economy consistently affords a lower level of economic mobility than all the continental European countries for which data is available	What level of economic mobility does the U.S. economy have compared to European countries?	lower	0	1
 Lower taxes, increased economic development, unification of the community, better public spending and effective administration by a more central authority were all cited as reasons for a new consolidated government	What were the reasons not to consolidate the government?	Lower taxes, increased economic development, unification of the community, better public spending and effective administration by a more central authority	1	1
The university experienced its share of student unrest during the 1960s, beginning in 1962, when students occupied President George Beadle's office in a protest over the university's off-campus rental policies	Who's office did students occupy in a protest over rental policies in 1965?	President George Beadle	1	1
 In some groups, such as the flat, bottom-dwelling platyctenids, the juveniles behave more like true larvae, as they live among the plankton and thus occupy a different ecological niche from their parents and attain the adult form by a more radical metamorphosis, after dropping to the sea-floor	When do juvenile develop into adults?	after dropping to the sea-floor	0	1
 Brownlee notes that "although civil disobedients are constrained in their use of coercion by their conscientious aim to engage in moral dialogue, nevertheless they may find it necessary to employ limited coercion in order to get their issue onto the table	Why does the government restrain itself when engaging in disobedience?	their conscientious aim to engage in moral dialogue	1	1
 The Łazienki Park covers the area of 76 ha	What park covers an area of 76 ha.?	Łazienki Park	0	1
 In 1562, naval officer Jean Ribault led an expedition that explored Florida and the present-day Southeastern U	When did Ribault first establish a settlement in South Carolina?	1562	0	1
DECnet is a suite of network protocols created by Digital Equipment Corporation, originally released in 1975 in order to connect two PDP-11 minicomputers	DECnet originally released in 1982 for what reason?	to connect two PDP-11 minicomputers	1	1
Many types of Turing machines are used to define complexity classes, such as deterministic Turing machines, probabilistic Turing machines, non-deterministic Turing machines, quantum Turing machines, symmetric Turing machines and alternating Turing machines	What are many types of Turing machines not used for?	non-deterministic	1	1
 European expansion caused the world to be divided by how developed and developing nation are portrayed through the world systems theory	Western Imperialism divided the globe according to which theory?	world systems theory	0	1
 Except in the smallest of boilers the steam escape has little effect on dampening the fire	What is the escape of the steam unlikely to accomplish in all but the smallest boilers?	dampening the fire	0	0
 The Scottish Parliament has the ability to alter income tax in Scotland by up to 3 pence in the pound	Who has the ability to alter income tax in Scotland by up to 33 pence?	The Scottish Parliament	1	1
